Session_ID,breakout,title,description,startDate,startTime,endTime,industries,location,products,role,skillLevel,solutions,speakers,track,type
111,12,What You Think Is Real Is Not Real--Learn How Splunk Uncovered the Truth!,"Until recently, digital content producers have had to trust the download metrics provided by third party companies?CDNs, ad servers, Podtracker, iTunes, etc. The challenge is the metrics are not collected consistently across technologies. Streaming media tracking is complicated and third-party systems are creating false impressions that need to be manually filtered.
Advertisers rely on these metrics when buying digital ad impressions. Unfortunately for the advertisers, they may be buying server pings and robot downloads.  
Learn how we used Splunk to ""normalize"" multi-technology streaming data in a CIM-compliant manner. Leveraging data model acceleration to produce a fast, unified view into crucial business metrics and identify robots saved $6K in a month. 
Understand how to analyze/normalize streaming media data and apply it to a data model using extractions, eventtypes, tags, etc. Tips and tricks to write and validate complex accelerated dashboards across different types of data.",2015-09-23,2015-09-23 15:15,2015-09-23 16:00,Media and Entertainment,320 (Level 3) ,Splunk Enterprise,Administrator;;Architect;;Developer;;Operations Manager;;Business Manager,Intermediate,Big Data;;Business Analytics;;Customer Success Story;;Best Practices,"Alex Gitelzon - System Administrator, American Public Media;;Jeff Kent - President, m-mobo",Using Splunk/Search Language,Breakout Sessions
61,7,Splunk Distributed Processing With Spark,"The flexibility of search language, along with the distributed indexing, are critical parts of Splunk's unique advantages. To advance to the next level, one expects frameworks to be more intelligent, able to unburden people from the deluge of data and to use it to gain insights. To provide such intelligence, machine/statistical learning provides an arsenal of tools. To handle the amount of data that?s continualy increasing, scalable distributed computing is a basic requirement. Spark is one of the most actively and well-architected distributed computation frameworks that has SQL support, with scalable machine learning and graph processing libraries built on top of this architecture.",2015-09-23,2015-09-23 10:00,2015-09-23 10:45,Unknown,304-305 (Level 3) ,Splunk Enterprise,Administrator;;Architect;;Developer,Good for All Skill Levels ,Big Data;;IT Operations,"Liu-yuan Lai - Engineer, Splunk",Big Data,Breakout Sessions
118,14,Patient Privacy Monitoring with Splunk,"There are many platforms for monitoring access to patient medical information. Most are very expensive, difficult to make changes to, and require working with a third party that may not be on the same time table as you are. Splunk can fill this need at a fraction of the cost, make it easy to create new reports, and can be setup in a relatively short time period. Come see how The Vancouver Clinic achieved this using Splunk.",2015-09-23,2015-09-23 17:15,2015-09-23 18:00,Healthcare,120 (Level 1) ,Splunk Enterprise,Security Analyst;;Administrator;;CISO;;Operations Manager,Good for All Skill Levels,IT Operations;;Customer Success Story;;Best Practices,"Davin Studer - Systems Analyst, The Vancouver Clinic",Security Compliance and Anti-fraud,Breakout Sessions
113,13,Using Splunk Software to Harness Zebra's Manufacturing and Device Data to Gain Visibility and Provide Operational Intelligence,"To gain visibility of quality functions, specifically, final product test and configuration, requires the use of data historians or other types of structured relational databases that require heavy IT resources to create schemas and IT system architectures that tend to stay fixed or require change control procedures to modify.
Zebra's products have evolved over time to be sophisticated, highly configurable pieces of equipment that print barcode labels to support enterprise asset intelligence solutions. As these printer products are manufactured, the goals were to capture the time that product was tested, how it was tested and how it was configured along with any device profile that can be extracted from the device.
This discussion will focus on how Splunk software has provided visibility to the manufacturing environment by collecting test and configuration profiles at the time the item is manufactured and how Zebra is harnessing this data to drive Operational Intelligence.",2015-09-23,2015-09-23 16:15,2015-09-23 17:00,"Manufacturing
Technology",113 (Level 1) ,Splunk Enterprise,Architect;;Business Manager;;Operations Manager;;Developer;;Administrator,Good for All Skill Levels,IoT and Industrial Data;;Business Analytics;;Customer Success Story,"Saul Llamas - Manufacturing Test Engineering Manager, Zebra Technologies",Business Analytics,Breakout Sessions
56,7,Getting Started with Splunk MINT,"Splunk offers Splunk MINT, which enables you to deliver better performing and more reliable mobile apps. In order to acquire mobile intelligence, Splunk MINT requires action on both the Splunk Admin and the mobile app developer.
This session outlines how to get up and running with Splunk MINT. We will first walk through the steps that mobile developers need to perform, then go through the steps that Splunk Admins need to take. We'll also show you some cool capabilities of Splunk MINT along the way.",2015-09-23,2015-09-23 10:00,2015-09-23 10:45,Unknown,115-116 (Level 1) ,Splunk MINT;;Splunk Enterprise,Developer,Intermediate,Application Delivery;;Big Data;;IT Operations,"Panos Papadopoulos - Director of Product Management, Splunk",Mobile Intelligence,Breakout Sessions
106,12,Properly Managing Configs,"Search head clustering has a very distinct way of managing application content, settings and permissions. We'll talk about what gets replicated by the cluster automatically, and what kinds of settings are not replicated. We'll touch on the *.meta files for permissions on apps and objects, and how these might be managed by the deployer. In addition, in talking about the deployer, we'll talk about best ways to manage cluster-wide settings there as well. Repeats in breakout 12.",2015-09-23,2015-09-23 15:15,2015-09-23 16:00,Unknown,120 (Level 1) ,Splunk Enterprise,Architect;;Administrator,Intermediate,Unknown,"Sanford Owings - Principal Consultant, Splunk",Deploying,Breakout Sessions
179,11,Big Data and Financial Services: Real World Use Cases,"Forget the hype and hear from leading financial services organizations that are using data and analytics to solve real world problems. Join our panelists as they discuss their approach to data and analytics to improve operational efficiency, deliver more customer value, and strengthen risk and security measures.",2015-09-23,2015-09-23 14:15,2015-09-23 15:00,Financial Services,Unknown,Splunk Enterprise;;Splunk Cloud,Operations Manager;;Security Analyst;;Business Manager;;CIO;;CTO;;CISO,Good for All Skill Levels ,Best Practices;;Customer Success Story,"Lauren Wang - Sr. Solutions Marketing Manager, Splunk",Business Analytics,Panel
83,10,Splunk Cloud as a SIEM for Cybersecurity Collaboration,"This session outlines how the City of Los Angeles, faced with tight budgets and limited security personnel, successfully implemented a data-focused approach to ensuring cybersecurity across  departments. The CISO of the City, Timothy Lee, details how the City built an Integrated Security Operations Center, analyzing 14 million+ events per day, using Splunk Cloud and the Splunk App for Enterprise Security. Lee also outlines how the City was able to accelerate its deployment by pursuing a cloud-based approach to SIEM and enhanced cybersecurity collaboration between internal and external stakeholders. ",2015-09-23,2015-09-23 13:15,2015-09-23 14:00,Public Sector,114 (Level 1) ,Splunk Cloud;;Splunk App for Enterprise Security,Administrator;;Security Analyst;;CIO;;CISO,Good for All Skill Levels,Cloud Solutions;;Log Management;;Security Compliance and Anti-fraud;;Customer Success Story,"Tim Lee - CISO, City of Los Angeles",Cloud,Breakout Sessions
80,9,Enhancing Dashboards with JavaScript!,"Sure, SimpleXML is getting better and better and more interactive with each Splunk release, but JavaScript is the king of dynamic contents and interactivity! Wish a dashboard could display this and that when you hover there or click here? JavaScript to the rescue! Repeats in Breakout 16.",2015-09-23,2015-09-23 12:15,2015-09-23 13:00,Unknown,320 (Level 3) ,Splunk Enterprise,Administrator;;Developer;;Operations Manager;;Security Analyst,Intermediate,Visualization;;Best Practices,"Satoshi Kawasaki - Professional Services Consultant, Splunk",Using Splunk/Search Language,Breakout Sessions
66,8,Splunk for Business Process Analytics,"Processes like trade settlement in financial institutions, new service activation in telcos, claims processing in healthcare etc., are examples of complex business processes that span heterogeneous systems within an organization. With increasing complexity of IT landscapes, gaining end-to-end visibility into these critical business process is important for increased efficiency and for delivering superior customer service. Learn how leading organizations across industries are leveraging Splunk software to gain valuable insights by monitoring end-to-end complex business processes.",2015-09-23,2015-09-23 11:15,2015-09-23 12:00,Unknown,113 (Level 1) ,Splunk Enterprise,Business Manager;;Operations Manager;;Administrator,Intermediate,Big Data;;Business Analytics,"Manish Jiandani - Director Solutions Marketing, Splunk",Business Analytics,Breakout Sessions
65,7,"Managing Complex, Custom-Built Applications With Splunk","What happens to your complex applications after they're released into the wild? Do you have questions like these with no replies: Oh gosh what has happened to it after go-live? Are the users of the application even happy with it, or at least using it? Did they know about that awesome feature that makes life so easy? Is it performing ok?
As part of the application lifecycle process at Ernst and Young, we deliver solutions for our auditors to use in the field and also for our IT team to manage these solutions. We have used Splunk to quickly get answers on critical questions through DEV/TEST/RELEASE cycles.
From IT execs to Dev to Ops, everyone has what they need to easily understand the state of the product and keep it operational, as well as key feature usage. I invite you to come have a look at what we have done, so we can all keep making lives better through technology.",2015-09-23,2015-09-23 10:00,2015-09-23 10:45,Technology,111-112 (Level 1) ,Splunk Enterprise,Developer;;Operations Manager;;Administrator,Good for All Skill Levels,Application Delivery;;Business Analytics;;IT Operations;;Log Management;;Customer Success Story,"Rob Schlotman - Head of Design and Engineering, Global Consulting Organization",Application Delivery,Breakout Sessions
177,9,"Integrating Splunk with AWS Services: Redshift, Elastic Map Reduce (EMR) & Amazon Machine Learning (AML) to Gain Actionable Insights via Predictive Analytics","Amazon Web Services has become the standard for many companies to deploy new applications and monitor workloads. This session will cover how to best integrate AWS services (Redshift, EMR & AML) with Splunk  and leverage these via a Splunk interface. We will present an overview of Amazon?s various cloud services such as Redshift, EMR, AML & S3 and and how they integrate seamlessly with Splunk to deliver actionable insights via predictive analytics and machine learning on a practical use case.",2015-09-23,2015-09-23 12:15,2015-09-23 13:00,Unknown,Unknown,Splunk Enterprise;;Splunk Cloud,Administrator;;Architect;;Developer;;Operations Manager,Good for All Skill Levels,Big Data;;Cloud Solutions;;Best Practices,"Patrick Shumate - Solution Architect, AWS;;Olivier de Garrigues - Sr Professional Services Consultant, Splunk",Cloud,Breakout Sessions
30,14,Splunk for Industrial Control Systems (ICS) Security,"Industrial Control Systems and networks support and connect some of the most critical infrastructures on the planet. With everyday headlines demonstrating serious cyber-threats to energy, utilities, manufacturing and more, Splunk presents a new approach to ICS cyber-security.  
During this session, you will learn about emerging trends in ICS security and how Splunk can be extended beyond IT to address these issues. You will also understand how Splunk can easily ingest data from ICS?enabling security practitioners to correlate IT data with operational data to improve overall security posture. Splunk's platform, along with the Splunk App for Enterprise Security and our ecosystem of partners, provides a comprehensive solution to address growing ICS cyber-security challenges.",2015-09-23,2015-09-23 17:15,2015-09-23 18:00,"Energy and Utilities
Public Sector
Manufacturing",Unknown,Splunk Enterprise;;Splunk App for Enterprise Security,Security Analyst;;CISO,Good for All Skill Levels,IoT and Industrial Data;;Security Compliance and Anti-fraud,"Terry McCorkle - Principal Security Strategist, Splunk",Security Compliance and Anti-fraud,Breakout Sessions
112,13,Onboarding with Product Tours in the Next Version of Splunk ,"Wishing there was a simple way to familiarize your first time users to your Splunk deployment or Splunk app? Want an easy way to introduce the product workflow, user interface and inspire them to take next steps? Look no further! In the next version of Splunk we introduce the Product Tour Framework, image-based content tours designed to help you onboard new users more quickly.
In this session, we will demo two image-based tours and one interactive tour that ships with the next version of Splunk. We present the tour framework and go in-depth to show how Admins and App developers can create their own tours for specific business needs. We will provide best practices on creating images, composing captions and introducing complex single page applications.
Finally we will shed light on how to package tour configuration and content to start enabling your team!",2015-09-23,2015-09-23 16:15,2015-09-23 17:00,Unknown,111-112 (Level 1) ,Splunk Enterprise,Administrator;;Architect,Intermediate,Application Delivery;;Big Data;;Business Analytics;;Cloud Solutions;;IoT and Industrial Data;;IT Operations;;Log Management;;Security Compliance and Anti-fraud;;Best Practices,"Nachiket Mistry - Sr. Software Engineer, Splunk;;Eric Bond - Senior UI Guy, Splunk",Adopting,Breakout Sessions
59,7,"Predict, Alert, Manage and Optimize an Ecosystem With Splunk","How can system incidents be stopped before they happen? Within healthcare's revenue cycle, data must be analyzed quickly and effectively in order to prevent unwanted events and produce predictable outcomes. Learn how Cerner Corporation is using Splunk software to analyze data from multiple revenue cycle systems and partners to produce alerts, reports and dashboards that provide actionable insights in a real-time fashion. Learn how various system logs, Splunk DB Connect and other technologies such as IBM's WAS are utilized and leveraged by Splunk to produce a optimal operating environment and ongoing system intelligence.",2015-09-23,2015-09-23 10:00,2015-09-23 10:45,Healthcare,121 (Level 1) ,Splunk Enterprise,Administrator;;Architect;;Operations Manager;;Security Analyst;;Developer,Good for All Skill Levels,Application Delivery;;Business Analytics;;Cloud Solutions;;IT Operations;;Log Management;;Customer Success Story;;Best Practices,"Chris Hogan - Sr Solution Architect, Cerner Corporation;;Tom Twait - Solution Architect, Cerner Corporation",Business Analytics,Breakout Sessions
94,12,Turning Indicators of Compromise into Tangible Protection,"The security market is flooded with companies promising to provide cyber threat intelligence that will protect your organization from the 'bad guys.' However the amount of data and the applicability of that data in your environment make it difficult to turn data into actionable threat information.
How do you leverage Indicators of Compromise (IOCs) from many sources and turn that into actionable information in your environment? 
In this discussion, we will talk about how we turn data into knowledge and actionable countermeasures. We will explain the processes we use surrounding Splunk to turn IOCs from the threat community into tangible protection in our organizations.",2015-09-23,2015-09-23 15:15,2015-09-23 16:00,Healthcare,111-112 (Level 1) ,Splunk Enterprise,Security Analyst,Intermediate,Security Compliance and Anti-fraud;;Customer Success Story,"Katie Winslow - Sr. Manager, Threat Management and Governance, Kaiser Permanente;;Michael Slavick - Lead Security Consultant, Kaiser Permanente",Security Compliance and Anti-fraud,Breakout Sessions
100,11,Intro to Splunk for DBAs,"Are you an experienced DBA, but new to Splunk? Did your company recently buy or implement Splunk to improve Operational Intelligence or application delivery? Are you currently sorting out how this technology compares to what you are used to? Then this session was created for you.  
We'll discuss the basic architecture of Splunk, including HA strategies. Then, we will consider structured vs. unstructured data, take a look at loading data, and contrast SPL with SQL. Finally, we'll wrap up with search optimization, archiving historical data, touch on security, and exploring your alert log in Splunk.",2015-09-23,2015-09-23 14:15,2015-09-23 15:00,Unknown,320 (Level 3) ,Splunk Enterprise,Administrator,Good for All Skill Levels ,Application Delivery;;IT Operations,"Holly Willey - Solutions Architect, Splunk",Using Splunk/Search Language,Breakout Sessions
CT-13,9,Full Stack Splunk Development or ?How To Build A Splunk Apptitude Contest Winner App?,"This session shows how ?Alert Manager ?, this year?s Splunk Apptitude Contest winner app in the category innovation, was built. The application takes advantage of almost all available Splunk development technologies. We?ll explain the underlying software architecture (REST endpoints, SplunkWeb Endpoints, AJAX) and deep-dive into how we used the KV store API for storing configurations and also show undocumented filtering techniques. We will walk through the front-development and talk about how we used the Splunk SDK, APIs and additional libraries. Through the journey, we discuss pitfalls and challenges.",2015-09-23,2015-09-23 12:15,2015-09-23 13:00,Unknown,Unknown,Splunk Enterprise;;Splunk Cloud,Administrator;;Architect;;Developer,Advanced,Unknown,"Mika Borner - Management Consultant Data Analytics, LC Systems;;Simon Balz - LC Systems",Developing,Community Theater
88,10,Using Splunk Internal Logs for System Health Diagnosis and Troubleshooting,"The Splunk log information includes general operation and performance data, host resource usage, error and warning messages, application deployment activities, user activities, license usage, etc. A good understanding of the log messages can help users gain insights into Splunk systems to prevent or fix potential problems in operation. However, only general INFO level messages are generated in the logs by default. To troubleshoot problems, users may need to alter the logging level of different categories (Splunk modules). We will overview all Splunk log files with a focus on metrics.log, splunkd.log and splunkd_access.log. We will discuss the designated scopes of each file, cover their categories and message structures, and explain how to tune the logging level. The purpose of this presentation is to make users familiar with the log files and be able to understand the log messages in order to identify root causes during troubleshooting.",2015-09-23,2015-09-23 13:15,2015-09-23 14:00,Unknown,120 (Level 1) ,Splunk Enterprise,Administrator;;Architect;;Operations Manager,Intermediate,Best Practices,"Victor Ebken - Software Engineer, Splunk;;Xiaoyuan Li - Sr. Software Engineer, Splunk",Splunk Classics,Breakout Sessions
79,9,Splunk Search Pro Tips,"Have you ever said ""I wish I could do _____ in Splunk?"" When I ask myself that question, I exhaust every resource I have to get from ""I wish"" to ""I can."" In this talk, we'll cover a variety of unusual pro tips that you've always needed (or never knew you wanted until now).",2015-09-23,2015-09-23 12:15,2015-09-23 13:00,"Public Sector
Technology",319 (Level 3) ,Splunk Enterprise,Administrator;;Architect;;Developer;;Operations Manager;;Security Analyst,Intermediate,Best Practices;;Customer Success Story,"Dan Aiello - Principal Cyber Security Engineer, Engineering and Technology Research Organization",Splunk Classics,Breakout Sessions
70,8,Building a Cyber Security Program with Splunk App for Enterprise Security,"Penn State Hershey is building out its cyber Sscurity capabilities, with Splunk App for Enterprise Security as a key component of our strategy. In this session, the speaker provides his experiences over the past year in building out the program, implementing several key cyber technologies, and on how Splunk was leveraged as a force multiplier.",2015-09-23,2015-09-23 11:15,2015-09-23 12:00,"Healthcare
Higher Education",101-102 Panel Room ,Splunk Enterprise;;Splunk App for Enterprise Security,Security Analyst,Good for All Skill Levels,Security Compliance and Anti-fraud;;Customer Success Story,"Jeff Campbell - Cyber Security, Penn State Hershey Medical Center",Security Compliance and Anti-fraud,Breakout Sessions
64,7,Keep Your Eyes on the KPIs! Enhancing Reliability with Splunk Alarming into your NOC,"If a KPI degrades and no one is around to see it, does it make a noise?
With Splunk alerting integration to your NOC, it will!
Get your techs paged and engaged by leveraging Splunk to notify your 24x7 surveillance teams of network or service degradations.  
See how Telus Network Operations is using Splunk Alerts, KVStore, REST API and SNMP to identify network/service degradations early to ensure our clients don't.",2015-09-23,2015-09-23 10:00,2015-09-23 10:45,Communications,320 (Level 3) ,Splunk Enterprise,Operations Manager;;Administrator,Good for All Skill Levels ,Big Data;;IT Operations;;Best Practices;;Customer Success Story,"Matthew Modestino - Network Specialist, Telus",Using Splunk/Search Language,Breakout Sessions
87,9,"How to Use Splunk to Detect and Defeat Fraud, Theft and Abuse","This session will be presented by Splunk technical product marketing and includes both slides and a live demo. It will teach:
-How and why the patterns of fraud, theft and abuse are often in machine data, log files, and structured datastores
-Very specific examples of the patterns of fraud across many industries, and also the data required to detect these patterns
-How you can harness all of this unstructured machine data and structured data to better detect, investigate and visualize fraud
-Detailed case studies on how organizations use Splunk software to defeat fraud, theft and abuse
It will also include a live demo of a prototype Splunk for Fraud Detection App that shows examples of how Splunk can be configured to help detect fraud.",2015-09-23,2015-09-23 12:15,2015-09-23 13:00,Unknown,319 (Level 3) ,Splunk Enterprise,Security Analyst,Good for All Skill Levels,Security Compliance and Anti-fraud,"Joseph Goldberg - Product Marketing, Security, Compliance, Fraud, Splunk;;Young Cho - Solutions Architect, Splunk",Security Compliance and Anti-fraud,Breakout Sessions
73,8,Paint By Number: The New Geo Visualization in Splunk,"Geospatial or location-based data has found widespread use in many organizations for mobile phone users, business transactions and industrial operations. In this talk, we will reveal a new visualization type that allows you to see your geospatial data on a map, explore patterns, and analyze your data visually. You will learn when to use it to make the most of your data and we?ll show you how to create visualizations in a matter of just a few minutes. 
Learn where your customers spend the most, where security threats come from, and find surprising patterns in many more areas, through the power of geographic representations.",2015-09-23,2015-09-23 11:15,2015-09-23 12:00,Unknown,318 (Level 3) ,Splunk Enterprise,Administrator;;Architect;;Operations Manager;;Security Analyst,Good for All Skill Levels,Big Data;;Business Analytics;;IoT and Industrial Data;;IT Operations;;Security Compliance and Anti-fraud;;Best Practices;;Visualization,"Michael Porath - Product Manager, Splunk;;Geoffrey Hendrey - Architect, Splunk",Splunk Enterprise/What's New?,Breakout Sessions
126,14,Deploying Splunk on Amazon Web Services,"More companies are looking to use Amazon Web Services to deploy new applications, migrate existing workloads, and create hybrid clouds. AWS is quickly becoming the new data center for many companies. In this discussion, we'll share how to architect Splunk Enterprise in the AWS cloud by leveraging best practices from both Splunk and AWS technologies. You'll learn how to design a highly available and resilient Splunk Enterprise that resides on the AWS cloud.",2015-09-23,2015-09-23 17:15,2015-09-23 18:00,Unknown,114 (Level 1) ,Splunk Cloud;;Splunk Enterprise,Architect;;Operations Manager;;Developer;;Administrator,Good for All Skill Levels,Cloud Solutions;;IT Operations;;Log Management;;Security Compliance and Anti-fraud;;Application Delivery,"Simeon Yep - Sr. Solutions Architect, Splunk;;Nate Kwong - Sr. Sales Engineer, Splunk",Cloud,Breakout Sessions
115,13,Best Practices Configuration for Splunk SSL,"The Splunk default configuration for SSL (certificates and settings) are entirely appropriate for a trial / proof of concept.  For a production environment, security best practice, and in some cases regulatory requirements demand more.  This session will cover best practices for implementing your own SSL certificates on all Splunk channels. The right configuration and steps can provide both encryption and authentication needed for today's due diligence requirements.
This is updated material from ""Avoid the sslippery slope of default SSL"" presented at .conf 2014, updated for the latest Splunk features.",2015-09-23,2015-09-23 16:15,2015-09-23 17:00,Unknown,115-116 (Level 1) ,Splunk Enterprise,Architect;;Administrator,Intermediate,Customer Success Story;;Best Practices,"Duane Waddle - Security Engineer, Defense Point Security",Deploying,Breakout Sessions
58,7,Splunkd with Multiple Pipelinesets,"Today, cheap commodity servers contain lots of cores. At customer sites, we often see more than 24 cores on indexer machines.
Each Splunkd instance contains a series of pipelines (Pipelineset) starting from input pipelines that feed data to Splunk, parse data and finally, index or forward data. Traditionally, this series of pipelines used to limit the number of cores splunkd could use on a machine. And our suggestions so far have been to install additional Splunk instances to increase resource utilization. However, this approach is deficient in many ways.
In this presentation, we'll talk about the multiple PipelineSet features of splunkd and how they address the above constraint.
The basic goal of this subject is to have parallel independent instances of Pipelinesets. The number of these parallel PipelineSets can be configured based on customer environments, depending on the number of cores available and other applications running on the machine.",2015-09-23,2015-09-23 10:00,2015-09-23 10:45,Unknown,120 (Level 1) ,Splunk Enterprise,Administrator;;Architect;;Developer;;Operations Manager;;Security Analyst,Advanced,Unknown,"Jag Kerai - Director of Engineering, Splunk;;Abhinav Nekkanti - Software Engineer, Splunk",Splunk Classics,Breakout Sessions
89,12,Splunk: Uniting Ops and Dev (Before DevOps was Cool),"EnerNOC, a leading provider of Energy Intelligence Software, has a diverse application platform and a complex, quick response operational model. In this presentation we discuss how Splunk, brought in as a technical tool, became an operational godsend.
Splunk enabled operational users to have unprecedented systems data access and quickly gain insight through searches and dashboards, and with the use of alerting, made that knowledge actionable. Once Ops brought in the Dev team followed. Splunk is now one of our primary DevOps tools. 
Every organization has a wide variety of knowledge and technical competencies. Splunk becomes a focal point that helps organizations to share knowledge and reduce the need for translation. This helps us all speak the same language, and thereby ""raises all ships"" in technical literacy.",2015-09-23,2015-09-23 15:15,2015-09-23 16:00,Energy and Utilities,114 (Level 1) ,Splunk Enterprise;;Splunk Cloud,Developer;;Operations Manager,Good for All Skill Levels ,Application Delivery;;Big Data;;Business Analytics;;Cloud Solutions;;IT Operations;;Log Management;;Best Practices;;Customer Success Story;;Getting Data In,"Grace Sumner - Senior Production Operations Engineer, EnerNOC",Application Delivery,Breakout Sessions
92,11,Keeping Splunk in Check: Tools to Better Manage Your Investment,This presentation will discuss monitoring the health of your Splunk environment with the Distributed Management Console and Splunk Health Check Overview App. The session will cover Splunk Professional Services team best practices for tuning and which key indicators to look for to ensure your environment is functioning properly.,2015-09-23,2015-09-23 14:15,2015-09-23 15:00,Unknown,111-112 (Level 1) ,Splunk Enterprise,Architect;;Administrator,Good for All Skill Levels,Unknown,"Aaron Kornhauser - Sr. Professional Services Consultant, Splunk;;Vladimir Skoryk - Sr. Professional Services Consultant, Splunk",Deploying,Breakout Sessions
178,9,Splunk?so Big and Flashy - Building Massive and Efficient Indexer Storage Environments for Splunk,"Splunk is awesome. It?s even more awesome with more data?but all that data can be tough to keep cost-effectively in your Splunk environment, especially with indexer and/or multi-site clustering. Well, at least that was the case before now?today, some of the largest Splunk customers globally are choosing to implement storage environments that provide enterprise class data services to store indexes more efficiently, protect that data more effectively, and ensure compliance with the growing body of regulations around data. During this session, we will explore the value of the emergence of scale-out, all-flash storage appliances with inline deduplication and massively scaled-out clustered file system appliances when used for the Indexer storage and discuss how storage based services for storage deduplication, data protection, compliant retention, and encryption can solve enterprise IT challenges while making Splunk performance absolutely scream!
As a bonus for existing EMC customers, we?ll also introduce you to EMC Apps on Splunkbase for monitoring your EMC storage appliances. These free apps provide powerful dashboards and reports to monitor the health and performance of your EMC storage environment right in your Splunk Enterprise console.
",2015-09-23,2015-09-23 12:15,2015-09-23 13:00,"Retail
Healthcare
Financial Services",Unknown,Splunk Enterprise,Administrator;;Architect,Good for All Skill Levels,Application Delivery;;Big Data;;IoT and Industrial Data,"Cory Minton - Principal Systems Engineer and Data Fabrics Leader, EMC?, Emerging Technologies Division",Deploying,Breakout Sessions
175,8,Peak Holiday Season: Will It Be Naughty or Nice? Best Practices for Retailers,"With peak holiday season in full swing, ensuring that your organization can successfully achieve all of its sales objectives is critical, especially in supporting omni-commerce strategies. Join our distinguished panelists as they share best practices and use cases for Splunk in retail. From IT operations, application delivery and security to delivering real-time business insights, the speakers will describe their journey with Splunk and how they helped their organization get ready for the holiday season.",2015-09-23,2015-09-23 11:15,2015-09-23 12:00,Retail,Unknown,Splunk Enterprise;;Splunk Cloud,Operations Manager;;Security Analyst;;Business Manager;;CIO;;CTO;;CISO,Good for All Skill Levels ,Best Practices;;Customer Success Story,"Aleem Cummins - Online Release Implementation Manager & Splunk Advocate/Coach, n/a;;Lauren Wang - Sr. Solutions Marketing Manager, Splunk",Business Analytics,Breakout Sessions
68,8,"Indexer Clustering Best Practices, Tips and Tricks","This session will cover how indexer clustering works, various configurations, different problems as the cluster scales up, and tips and tricks to get improved performance.

",2015-09-23,2015-09-23 11:15,2015-09-23 12:00,Unknown,115-116 (Level 1) ,Splunk Enterprise,Architect;;Administrator,Intermediate,Unknown,"Da Xu - Senior Software Engineer, Splunk",Deploying,Breakout Sessions
75,7,Getting Started with Maps,"Ever wanted to add maps to your dashboards? This session will cover the fundamentals of using maps in Splunk. From adding location data to your events, plotting them on maps and styling the maps, we will cover it all. This session will teach you the fundamentals of why and when you would want to use maps, the tools you need and examples of how to do this. Repeats in Breakout 14.",2015-09-23,2015-09-23 10:00,2015-09-23 10:45,Unknown,318 (Level 3) ,Splunk Enterprise,Administrator;;Developer;;Operations Manager;;Security Analyst,Good for All Skill Levels,Big Data;;Business Analytics;;IoT and Industrial Data;;Log Management;;Visualization;;Best Practices,"Robb Bittner - Sr. Product Manager, Splunk;;Michael Porath - Product Manager, Splunk",Using Splunk/Search Language,Breakout Sessions
46,6,How splunkd Works,"Learn details of how splunkd receives data and how data is parsed, indexed and forwarded. Learn how to debug Splunk the way Splunk engineers debug.",2015-09-22,2015-09-22 17:15,2015-09-22 18:00,Unknown,120 (Level 1) ,Splunk Enterprise,Administrator;;Architect;;Developer;;Operations Manager;;Security Analyst,Advanced,Unknown,"Amrit Bath - Director of Input Operations, Splunk;;Jag Kerai - Director of Engineering, Splunk",Splunk Classics,Breakout Sessions
CT2,5,How Splunk Uses the Splunk Add-on for JIRA,"The Splunk Add-on for JIRA brings the results of JQL searches into Splunk, allowing you to correlate JIRA activity with the rest of your events, and produce reports and visualizations far beyond what JIRA is capable of out-of-the-box.
In addition to JQL searches, the Add-on for JIRA can query other JIRA REST API endpoints, such as Agile/Greenhopper (sprints) and the user activity stream.
This talk introduces the Add-on for JIRA, demonstrates its features and shares some Splunk use cases that we're addressing.",2015-09-22,2015-09-22 16:15,2015-09-22 17:00,Unknown,Community Theater Marquee Ballroom ,Splunk Enterprise,Administrator;;Architect;;Developer;;Operations Manager,Good for All Skill Levels,Business Analytics;;Cloud Solutions;;IT Operations;;Application Delivery,"Russell Uman - Senior Web Engineer, Splunk",Community Theatre,Community Theater
CT-10,,Smoking Salmon and Other Uses of Splunk at Home,"Things started innocently enough. I wanted to use a diy smoker, Raspberry Pi, temperature, humidity and smoke sensors in order to create the best cold smoked salmon. My quest for salmon continues, but my scope has now been expanded to look in at nearly every process in my home. Over the last year I?ve used the sensors, together with external data sources to take a peak at dryer, furnace, sump pump and the smoker. 

In this talk I will share my attempts for using puppet to effectively manage my growing fleet of raspberry pis. I will share my configuration and lessons learned to make my sensors reliable enough to run for weeks or months and code and board schematics required to effectively use multiple sensors from a single raspberry pi. I will also share some anecdotes for how I used this data to make decisions and to alert me of possible issues before they become problems. We'll also get into: Splunking your Car with Automatic, Splunking Your Health and Splunking Your Home. Come join the fun!",2015-09-22,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Good for All Skill Levels,Unknown,Unknown,Internet of Things,Community Theater
106B,1,Properly Managing Configs,"Search head clustering has a very distinct way of managing application content, settings and permissions. We'll talk about what gets replicated by the cluster automatically, and what kinds of settings are not replicated. We'll touch on the *.meta files for permissions on apps and objects, and how these might be managed by the deployer. In addition, in talking about the deployer, we'll talk about best ways to manage cluster-wide settings there as well. Repeats in breakout 12.",2015-09-22,2015-09-22 11:00,2015-09-22 11:45,Unknown,Unknown,Splunk Enterprise,Architect;;Administrator,Intermediate,Unknown,"Sanford Owings - Principal Consultant, Splunk",Deploying,Breakout Sessions
